iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PSE,Asia,Palestine,01/03/2021,185336,1724,1481,2058,16,10.286,35486.245,330.094,283.567,394.045,3.064,1.969,1.3,,,,,,,,,9462,,,1.812,8050,1.541,0.184,5.4,tests performed,,,,,,,,,,,,,,75.46,5222756,778.202,20.4,3.043,1.726,4449.898,1,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,01/03/2021,341420,505,619,5858,13,14.571,77921.61,115.255,141.273,1336.96,2.967,3.326,0.87,,,,,,,,,5121,1910019,435.92,1.169,8162,1.863,0.0758,13.2,tests performed,122189,116326,5863,,3013,8717,2.79,2.65,0.13,,1989,8347,0.191,74.07,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,01/03/2021,1365,90,44.143,14,2,0.571,149.687,9.869,4.841,1.535,0.219,0.063,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,01/03/2021,160448,974,1112.857,3198,17,16.857,22223.82,134.91,154.143,442.958,2.355,2.335,1.11,,,,,,,,,3735,755317,104.62,0.517,3597,0.498,0.3094,3.2,tests performed,1523,1523,,,1,189,0.02,0.02,,,26,189,0.003,50,7219641,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,01/03/2021,1329805,5942,6642.286,123365,863,733.857,39862.959,178.121,199.113,3698.056,25.87,21.999,1.08,,,,,,,,,,7604514,227.957,,46110,1.382,0.143,7,tests performed,331648,331595,52,1,9290,14092,0.99,0.99,0,0,422,14089,0.042,86.11,33359415,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PHL,Asia,Philippines,01/03/2021,578381,2029,2132.143,12322,4,32.571,5208.438,18.272,19.2,110.962,0.036,0.293,1.11,,,,,,,,,25483,8355380,75.242,0.229,32702,0.294,0.0652,15.3,people tested,756,756,,,756,756,0,0,,,7,756,0.001,67.13,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
POL,Europe,Poland,01/03/2021,1711772,4786,9873.429,43793,24,229.286,45288.568,126.624,261.223,1158.637,0.635,6.066,1.27,,,14929,394.978,,,,,26496,9597667,253.927,0.701,48397,1.28,0.204,4.9,people tested,3383426,2190526,1192900,,47072,89141,8.95,5.8,3.16,,2358,52267,0.138,73.15,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,01/03/2021,804956,394,983.143,16351,34,46.857,79166.217,38.749,96.691,1608.096,3.344,4.608,0.56,469,46.125,2167,213.121,,,,,26639,8263796,812.732,2.62,26451,2.601,0.0372,26.9,tests performed,935797,646951,290637,,16653,28331,9.2,6.36,2.86,,2786,25352,0.249,76.85,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,01/03/2021,164137,473,464,259,1,0.286,56009.437,161.405,158.333,88.38,0.341,0.097,1.02,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,3754,12281,0.419,60.19,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,01/03/2021,804090,2096,3251.571,20403,53,72.714,42037.829,109.579,169.992,1066.669,2.771,3.802,1.17,1015,53.064,476,24.885,,,,,,,,,28322,1.481,0.1148,8.7,tests performed,1556606,938366,618240,,32149,22276,8.14,4.91,3.23,,1165,18190,0.095,73.15,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,01/03/2021,4209850,11450,11343.286,85025,325,395.714,28851.975,78.472,77.741,582.714,2.227,2.712,0.9,,,,,,,,,203520,111549429,764.498,1.395,273026,1.871,0.0415,24.1,tests performed,,,,,,88538,,,,,607,65799,0.045,45.83,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,01/03/2021,18986,136,112.429,264,3,1.714,1430.044,10.244,8.468,19.885,0.226,0.129,0.94,,,,,,,,,3410,1012451,76.259,0.257,4535,0.342,0.0248,40.3,samples tested,,,,,,4170,,,,,314,4170,0.031,74.07,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,,69.02,0.543,,,,
SHN,Africa,Saint Helena,01/03/2021,4,0,0,,,,656.276,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,12305,75,1.231,,6095,,,,,,,,,,,,,80.56,,,,,
KNA,North America,Saint Kitts and Nevis,01/03/2021,41,0,0,,,,765.697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,5864,314,0.586,,53546,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,01/03/2021,3390,0,36.429,36,1,0.571,18383.848,0,197.551,195.227,5.423,3.099,1.04,,,,,,,,,,,,,,,,,,,,,,,131,,,,,710,131,0.071,,184401,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
SPM,North America,Saint Pierre and Miquelon,01/03/2021,24,0,0,,,,4158.725,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,01/03/2021,1628,72,17.857,8,0,0.286,14631.209,647.08,160.486,71.898,0,2.568,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,01/03/2021,3,0,0,,,,14.989,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144,69.413,22,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,01/03/2021,3716,0,32,74,0,0.286,109261.982,0,940.9,2175.831,0,8.401,1.11,,,,,,,,,,,,,,,,,,275,275,,,,120,0.81,0.81,,,3528,120,0.353,60.19,34010,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,01/03/2021,1828,42,28.571,30,1,1.143,8183.951,188.034,127.914,134.31,4.477,5.117,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,01/03/2021,377700,317,338.143,6500,6,4.857,10687.4,8.97,9.568,183.924,0.17,0.137,1.04,,,,,,,,,47290,13727492,388.433,1.338,44154,1.249,0.0077,130.6,tests performed,885411,,,,,40659,2.51,,,,1150,,,57.41,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,01/03/2021,34732,212,233.286,880,8,9.429,2019.736,12.328,13.566,51.174,0.465,0.548,0.87,,,,,,,,,1746,400551,23.293,0.102,2178,0.127,0.1071,9.3,tests performed,35299,35299,,,8281,5043,0.21,0.21,,,293,5043,0.029,43.06,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,01/03/2021,462728,3469,3304.571,4459,16,15.429,67339.713,504.835,480.906,648.908,2.328,2.245,1.22,164,23.867,3977,578.763,,,,,13286,2953793,429.859,1.933,13660,1.988,0.2419,4.1,people tested,1470606,946375,524231,,33924,29299,21.4,13.77,7.63,,4264,17332,0.252,56.48,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
SYC,Africa,Seychelles,01/03/2021,2618,26,31,11,0,0.143,26468.507,262.865,313.416,111.212,0,1.444,1.13,,,,,,,,,,,,,,,,,,80131,55901,24230,,,1723,81.01,56.52,24.5,,17420,1474,1.49,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,01/03/2021,3887,0,4.286,79,0,0,477.44,0,0.526,9.704,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,01/03/2021,59948,12,9.857,29,0,0,10992.372,2.2,1.807,5.318,0,0,1.04,1,0.183,19,3.484,,,,,,,,,,,,,,512963,307446,205517,,13115,16470,9.41,5.64,3.77,,3020,8403,0.154,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SVK,Europe,Slovakia,01/03/2021,592135,3464,5594.714,7270,81,99,108663.179,635.681,1026.691,1334.124,14.864,18.168,0.98,571,104.785,3895,714.775,,,,,239832,16253130,2982.625,44.012,309614,56.818,0.018,55.6,tests performed,,,,,,14135,,,,,2594,7665,0.141,71.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,01/03/2021,190324,243,758.571,3854,18,10,91558.134,116.899,364.922,1854.023,8.659,4.811,0.99,91,43.777,543,261.218,,,,,4487,918135,441.682,2.159,3968,1.909,0.189,5.3,tests performed,180063,126324,53771,,1139,4203,8.66,6.08,2.59,,2022,4067,0.196,69.44,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,01/03/2021,18,0,0,,,,25.568,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567,,,,
SOM,Africa,Somalia,01/03/2021,7392,135,163.714,243,4,5,451.848,8.252,10.007,14.854,0.245,0.306,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,01/03/2021,1513959,566,1338.714,50077,84,132.429,25215.001,9.427,22.296,834.033,1.399,2.206,0.76,,,,,,,,,12794,9090273,151.399,0.213,26059,0.434,0.0514,19.5,people tested,73047,73047,73047,,2520,7141,0.12,0.12,0.12,,119,7141,0.012,48.15,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
KOR,Asia,South Korea,01/03/2021,90372,341,384.429,1606,1,4.714,1761.459,6.647,7.493,31.303,0.019,0.092,0.97,131,2.553,,,,,,,32953,8849885,172.495,0.642,62964,1.227,0.0061,163.8,people tested,52747,41991,10804,,2125,1709,0.1,0.08,0.02,,33,1543,0.003,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
SSD,Africa,South Sudan,01/03/2021,8010,84,154.143,94,1,1,703.781,7.38,13.543,8.259,0.088,0.088,0.9,,,,,,,,,988,111214,9.772,0.087,865,0.076,0.1782,5.6,tests performed,,,,,,,,,,,,,,77.78,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
ESP,Europe,Spain,01/03/2021,3204531,15978,7222.857,69609,467,281.857,68553.14,341.81,154.515,1489.115,9.99,6.03,0.76,2796,59.814,8450,180.767,752,16.087,6144,131.436,132417,34007139,727.5,2.833,116371,2.489,0.062,16.1,tests performed,3908734,2642034,1266700,,79269,106220,8.36,5.65,2.71,,2272,97878,0.209,68.52,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
LKA,Asia,Sri Lanka,01/03/2021,83552,458,433.571,476,12,3.714,3886.627,21.305,20.169,22.142,0.558,0.173,0.79,,,,,,,,,9949,2122696,98.742,0.463,11801,0.549,0.0367,27.2,tests performed,509275,509275,,,42925,22132,2.37,2.37,,,1030,22132,0.103,79.17,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,,,,
SDN,Africa,Sudan,01/03/2021,30364,17,33.714,1890,10,2.714,676.118,0.379,0.751,42.085,0.223,0.06,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.81,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SUR,South America,Suriname,01/03/2021,8933,4,9.143,173,1,0.571,15094.678,6.759,15.449,292.329,1.69,0.966,0.73,,,,,,,,,108,13407,22.655,0.182,49,0.083,0.071,14.1,tests performed,,,,,,368,,,,,622,368,0.062,62.96,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
SWE,Europe,Sweden,01/03/2021,657309,0,3734.714,12826,0,25.286,64694.755,0,367.584,1262.382,0,2.489,1.21,236,23.228,1453,143.01,,,,,36440,6012515,591.774,3.587,35118,3.456,0.1063,9.4,tests performed,,,,,,23109,,,,,2274,15062,0.148,69.44,10160159,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
CHE,Europe,Switzerland,01/03/2021,557492,2560,1038.286,10027,11,9.857,63965.623,293.73,119.131,1150.48,1.262,1.131,1.05,173,19.85,932,106.936,,,293,33.618,27760,4718254,541.364,3.185,24047,2.759,0.048,20.8,tests performed,844631,560744,274820,97,22331,20029,9.69,6.43,3.15,0,2298,7269,0.083,60.19,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
SYR,Asia,Syria,01/03/2021,15642,54,58.857,1032,5,4.429,855.89,2.955,3.221,56.468,0.274,0.242,1.06,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,27.78,18275704,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,
TWN,Asia,Taiwan,01/03/2021,955,0,1.857,9,0,0,40.034,0,0.078,0.377,0,0,0.96,,,,,,,,,276,175075,7.339,0.012,384,0.016,0.0048,206.8,people tested,,,,,,,,,,,,,,25,23855008,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,
TJK,Asia,Tajikistan,01/03/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TZA,Africa,Tanzania,01/03/2021,509,0,0,21,0,0,8.277,0,0,0.341,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,61498438,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
THA,Asia,Thailand,01/03/2021,26031,80,75.286,83,0,0,372.133,1.144,1.076,1.187,0,0,0.61,,,,,,,,,12993,2805745,40.11,0.186,15204,0.217,0.005,201.9,tests performed,319,319,,,,160,0,0,,,2,160,0,47.22,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
TLS,Asia,Timor,01/03/2021,113,0,1.429,,,,84.085,0,1.063,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
TGO,Africa,Togo,01/03/2021,6933,32,83.571,85,1,0.571,817.74,3.774,9.857,10.026,0.118,0.067,1.15,,,,,,,,,660,238362,28.115,0.078,1230,0.145,0.0679,14.7,tests performed,,,,,,,,,,,,,,62.04,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
TTO,North America,Trinidad and Tobago,01/03/2021,7716,3,4.857,139,0,0,5498.178,2.138,3.461,99.047,0,0,0.97,,,,,,,,,1570,97750,69.654,1.119,563,0.401,0.0086,115.9,people tested,,,,,,106,,,,,76,106,0.008,64.81,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
TUN,Africa,Tunisia,01/03/2021,233669,392,676,8022,21,30.143,19577.213,32.842,56.637,672.098,1.759,2.525,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,11935764,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
TUR,Asia,Turkey,01/03/2021,2711479,9891,9279,28638,69,71.429,31883.723,116.306,109.11,336.748,0.811,0.84,1.18,,,,,,,,,130536,33265262,391.159,1.535,124079,1.459,0.0748,13.4,tests performed,8774718,6975558,1799160,,226843,276774,10.32,8.2,2.12,,3255,176727,0.208,66.67,85042736,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
TKM,Asia,Turkmenistan,01/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41369,,,,,6762,23860,0.39,62.04,6117933,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100,7.4,68.19,0.715,,,,
TCA,North America,Turks and Caicos Islands,01/03/2021,2114,0,12.143,14,0,0,53892.826,0,309.561,356.906,0,0,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,7954,143,0.365,,39226,37.312,,,,,,,,,,,,80.22,,,,,
UGA,Africa,Uganda,01/03/2021,40367,10,20.857,334,0,0.143,856.621,0.212,0.443,7.088,0,0.003,0.81,,,,,,,,,1983,883390,18.746,0.042,1672,0.035,0.0125,80.2,tests performed,,,,,,,,,,,,,,53.7,47123533,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
UKR,Europe,Ukraine,01/03/2021,1399934,4406,6484.143,27480,76,135.571,32206.955,101.365,149.175,632.206,1.748,3.119,1.22,,,,,,,,,,6921573,159.238,,29584,0.681,0.2192,4.6,tests performed,4905,4905,,,1764,949,0.01,0.01,,,22,949,0.002,60.19,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
ARE,Asia,United Arab Emirates,01/03/2021,394050,2526,3074.286,1238,17,14,39440.169,252.825,307.703,123.91,1.702,1.401,0.96,,,,,,,,,175033,30840884,3086.841,17.519,189189,18.936,0.0162,61.5,tests performed,6028417,,,,7956,67232,60.34,,,,6729,33096,0.331,53.7,9991083,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
GBR,Europe,United Kingdom,01/03/2021,4186045,5457,7981.571,123039,104,313.857,61372.557,80.006,117.02,1803.903,1.525,4.602,0.73,1806,26.478,12894,189.042,,,6315,92.586,755515,83528165,1224.625,11.077,625994,9.178,0.0128,78.4,tests performed,21322717,20478619,844098,,231450,394821,31.26,30.02,1.24,,5789,366063,0.537,86.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,,,,
USA,North America,United States,01/03/2021,28804789,50527,67899,515513,1319,2010.286,86522.934,151.771,203.953,1548.482,3.962,6.038,0.88,11362,34.129,43721,131.328,,,40540,121.773,999199,347712438,1044.448,3.001,1309615,3.934,0.046,21.7,tests performed,89566276,57118418,30506400,,2043890,2199447,26.98,17.2,9.19,,6625,1169446,0.352,68.06,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
URY,South America,Uruguay,01/03/2021,58589,595,754.143,611,3,4,16811.031,170.724,216.387,175.315,0.861,1.148,1.14,,,,,,,,,5478,1022382,293.354,1.572,6795,1.95,0.111,9,people tested,18451,18451,,,18051,9034,0.53,0.53,,,2592,9034,0.259,68.52,3485152,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,,2.8,77.91,0.817,,,,
UZB,Asia,Uzbekistan,01/03/2021,79926,0,35,622,0,0,2355.214,0,1.031,18.329,0,0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33935765,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,,,,
VUT,Oceania,Vanuatu,01/03/2021,1,0,0,,,,3.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,314464,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
VAT,Europe,Vatican,01/03/2021,27,0,0,,,,33251.232,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,,,,,,,75.12,,,,,
VEN,South America,Venezuela,01/03/2021,139545,429,428.571,1348,4,4,4861.357,14.945,14.93,46.961,0.139,0.139,1.05,,,,,,,,,,,,,,,,,,,,,,,1204,,,,,42,1204,0.004,87.96,28704947,36.253,29,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VNM,Asia,Vietnam,01/03/2021,2448,0,8,35,0,0,24.937,0,0.081,0.357,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
WLF,Oceania,Wallis and Futuna,01/03/2021,9,0,0,,,,811.249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094,,,,,,,,,,,,,79.94,,,,,
YEM,Asia,Yemen,01/03/2021,2310,25,19.143,634,0,2.143,75.761,0.82,0.628,20.793,0,0.07,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30490639,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
ZMB,Africa,Zambia,01/03/2021,79002,468,567.857,1098,7,9.571,4175.436,24.735,30.013,58.032,0.37,0.506,0.8,,,,,,,,,5535,1092974,57.766,0.293,5088,0.269,0.1116,9,tests performed,,,,,,,,,,,,,,36.11,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,,,,
ZWE,Africa,Zimbabwe,01/03/2021,36115,26,36.143,1468,5,3.857,2392.963,1.723,2.395,97.269,0.331,0.256,0.59,,,,,,,,,2041,383201,25.391,0.135,1863,0.123,0.0194,51.5,tests performed,21713,21713,,,2613,2719,0.14,0.14,,,180,2719,0.018,87.96,15092171,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
